Oblast,District,Hromada,Settlement,Population_2001
Вінницька,Вінницький,Гніванська,Грижинці,769
Вінницька,Вінницький,Гніванська,Маянів,373
Вінницька,Вінницький,Гніванська,Могилівка,1423
Вінницька,Вінницький,Гніванська,Потоки,707
Вінницька,Вінницький,Гніванська,Рижавка,260
Вінницька,Вінницький,Гніванська,Селище,2176
Вінницька,Вінницький,Гніванська,Урожайне,283
Вінницька,Вінницький,Гніванська,Ворошилівка,1243
Вінницька,Вінницький,Іллінецька,Бабин,1247
Вінницька,Вінницький,Іллінецька,Борисівка,592
Вінницька,Вінницький,Іллінецька,Червоне,41
Вінницька,Вінницький,Іллінецька,Даньківка,659
Вінницька,Вінницький,Іллінецька,Дашів,12
Вінницька,Вінницький,Іллінецька,Іллінецьке,761
Вінницька,Вінницький,Іллінецька,Іллінці,11095
Вінницька,Вінницький,Іллінецька,Кабатня,214
Вінницька,Вінницький,Іллінецька,Хмельове,25
Вінницька,Вінницький,Іллінецька,Хрінівка,601
Вінницька,Вінницький,Іллінецька,Красненьке,682
Вінницька,Вінницький,Іллінецька,Лугова,122
Вінницька,Вінницький,Іллінецька,Лиса Гора,466
Вінницька,Вінницький,Іллінецька,Неменка,440
Вінницька,Вінницький,Іллінецька,Паріївка,597
Вінницька,Вінницький,Іллінецька,Пархомівка,473
Вінницька,Вінницький,Іллінецька,Павлівка,606
Вінницька,Вінницький,Іллінецька,Райки,328
Вінницька,Вінницький,Іллінецька,Романово-Хутір,383
Вінницька,Вінницький,Іллінецька,Шевченкове,132
Вінницька,Вінницький,Іллінецька,Слобідка,262
Вінницька,Вінницький,Іллінецька,Сорока,776
Вінницька,Вінницький,Іллінецька,Тягун,563
Вінницька,Вінницький,Іллінецька,Уланівка,238
Вінницька,Вінницький,Іллінецька,Василівка,364
Вінницька,Вінницький,Іллінецька,В'язовиця,7
Вінницька,Вінницький,Іллінецька,Володимирівка,422
Вінницька,Вінницький,Іллінецька,Якубівка,422
Вінницька,Вінницький,Іллінецька,Жадани,805
Вінницька,Вінницький,Іллінецька,Жорнище,1028
Вінницька,Вінницький,Літинська,Антонівка,43
Вінницька,Вінницький,Літинська,Багринівці,1945
Вінницька,Вінницький,Літинська,Балин,565
Вінницька,Вінницький,Літинська,Білозірка,98
Вінницька,Вінницький,Літинська,Бірків,579
Вінницька,Вінницький,Літинська,Бруслинів,983
Вінницька,Вінницький,Літинська,Дяківці,1343
Вінницька,Вінницький,Літинська,Гавришівка,99
Вінницька,Вінницький,Літинська,Гончарівка,173
Вінницька,Вінницький,Літинська,Горбівці,381
Вінницька,Вінницький,Літинська,Городище,1273
Вінницька,Вінницький,Літинська,Громадське,419
Вінницька,Вінницький,Літинська,Івча,1136
Вінницька,Вінницький,Літинська,Кам'янка,183
Вінницька,Вінницький,Літинська,Кільянівка,45
Вінницька,Вінницький,Літинська,Кулига,417
Вінницька,Вінницький,Літинська,Кусиківці,433
Вінницька,Вінницький,Літинська,Літин,6547
Вінницька,Вінницький,Літинська,Літинка,752
Вінницька,Вінницький,Літинська,Літинські Хутори,376
Вінницька,Вінницький,Літинська,Малинівка,707
Вінницька,Вінницький,Літинська,Миколаївка,466
Вінницька,Вінницький,Літинська,Новоселиця,413
Вінницька,Вінницький,Літинська,Осолинка,459
Вінницька,Вінницький,Літинська,Петрик,737
Вінницька,Вінницький,Літинська,Садове,846
Вінницька,Вінницький,Літинська,Селище,1770
Вінницька,Вінницький,Літинська,Соколівка,145
Вінницька,Вінницький,Літинська,Сосни,976
Вінницька,Вінницький,Літинська,Трибухи,458
Вінницька,Вінницький,Літинська,Українка,183
Вінницька,Вінницький,Літинська,Вербівка,427
Вінницька,Вінницький,Літинська,Вінниківці,329
Вінницька,Вінницький,Літинська,Вишенька,174
Вінницька,Вінницький,Літинська,Яблунівка,152
Вінницька,Вінницький,Літинська,Залужне,277
Вінницька,Вінницький,Лука-Мелешківська,Іванівка,643
Вінницька,Вінницький,Лука-Мелешківська,Хижинці,1249
Вінницька,Вінницький,Лука-Мелешківська,Лани,76
Вінницька,Вінницький,Лука-Мелешківська,Лука-Мелешківська,3613
Вінницька,Вінницький,Лука-Мелешківська,Майдан-Чапельський,370
Вінницька,Вінницький,Лука-Мелешківська,Парпурівці,487
Вінницька,Вінницький,Лука-Мелешківська,Прибузьке,383
Вінницька,Вінницький,Лука-Мелешківська,Пилява,752
Вінницька,Вінницький,Лука-Мелешківська,Сокиринці,1268
Вінницька,Вінницький,Лука-Мелешківська,Студениця,92
Вінницька,Вінницький,Лука-Мелешківська,Тютьки,590
Вінницька,Вінницький,Лука-Мелешківська,Цвіжин,234
Вінницька,Вінницький,Лука-Мелешківська,Яришівка,1160
Вінницька,Вінницький,Липовецька,Берестівка,445
Вінницька,Вінницький,Липовецька,Білозерівка,244
Вінницька,Вінницький,Липовецька,Богданівка,306
Вінницька,Вінницький,Липовецька,Ганнівка,179
Вінницька,Вінницький,Липовецька,Гордіївка,158
Вінницька,Вінницький,Липовецька,Іваньки,507
Вінницька,Вінницький,Липовецька,Хороша,310
Вінницька,Вінницький,Липовецька,Королівка,149
Вінницька,Вінницький,Липовецька,Ксаверівка,11
Вінницька,Вінницький,Липовецька,Люлинці,262
Вінницька,Вінницький,Липовецька,Лозувата,561
Вінницька,Вінницький,Липовецька,Лукашівка,750
Вінницька,Вінницький,Липовецька,Липовець,7958
Вінницька,Вінницький,Липовецька,Липовець,549
Вінницька,Вінницький,Липовецька,Нападівка,772
Вінницька,Вінницький,Липовецька,Нарцизівка,285
Вінницька,Вінницький,Липовецька,Очитків,588
Вінницька,Вінницький,Липовецька,Олександрівка,22
Вінницька,Вінницький,Липовецька,Підлісне,39
Вінницька,Вінницький,Липовецька,Пісочин,129
Вінницька,Вінницький,Липовецька,Попівка,485
Вінницька,Вінницький,Липовецька,Пилипенкове,0
Вінницька,Вінницький,Липовецька,Росоша,2450
Вінницька,Вінницький,Липовецька,Щаслива,809
Вінницька,Вінницький,Липовецька,Скитка,578
Вінницька,Вінницький,Липовецька,Славна,514
Вінницька,Вінницький,Липовецька,Струтинка,527
Вінницька,Вінницький,Липовецька,Теклинівка,145
Вінницька,Вінницький,Липовецька,Троща,340
Вінницька,Вінницький,Липовецька,Улянівка,107
Вінницька,Вінницький,Липовецька,Вербівка,520
Вінницька,Вінницький,Липовецька,Вернянка,75
Вінницька,Вінницький,Липовецька,Війтівці,603
Вінницька,Вінницький,Липовецька,Вікентіївка,190
Вінницька,Вінницький,Липовецька,Ясенецьке,0
Вінницька,Вінницький,Липовецька,Ясенки,517
Вінницька,Вінницький,Липовецька,Зозів,1883
Вінницька,Вінницький,Липовецька,Зозівка,524
Вінницька,Вінницький,Немирівська,Байраківка,545
Вінницька,Вінницький,Немирівська,Березівка,103
Вінницька,Вінницький,Немирівська,Боблів,510
Вінницька,Вінницький,Немирівська,Бондурівка,328
Вінницька,Вінницький,Немирівська,Будки,273
Вінницька,Вінницький,Немирівська,Чаульське,91
Вінницька,Вінницький,Немирівська,Чуків,872
Вінницька,Вінницький,Немирівська,Данилки,66
Вінницька,Вінницький,Немирівська,Дубмаслівка,193
Вінницька,Вінницький,Немирівська,Дубовець,290
Вінницька,Вінницький,Немирівська,Глинянець,242
Вінницька,Вінницький,Немирівська,Головеньки,544
Вінницька,Вінницький,Немирівська,Гостинне,397
Вінницька,Вінницький,Немирівська,Гунька,685
Вінницька,Вінницький,Немирівська,Гвоздів,65
Вінницька,Вінницький,Немирівська,Кароліна,211
Вінницька,Вінницький,Немирівська,Коровайна,123
Вінницька,Вінницький,Немирівська,Ковалівка,3796
Вінницька,Вінницький,Немирівська,Козаківка,24
Вінницька,Вінницький,Немирівська,Криківці,584
Вінницька,Вінницький,Немирівська,Кудлаї,406
Вінницька,Вінницький,Немирівська,Лука,367
Вінницька,Вінницький,Немирівська,Мала Бушинка,171
Вінницька,Вінницький,Немирівська,Мар'янівка,266
Вінницька,Вінницький,Немирівська,Медвежа,610
Вінницька,Вінницький,Немирівська,Межигірка,27
Вінницька,Вінницький,Немирівська,Монастирок,268
Вінницька,Вінницький,Немирівська,Мухівці,1497
Вінницька,Вінницький,Немирівська,Немирів,11421
Вінницька,Вінницький,Немирівська,Нова Миколаївка,70
Вінницька,Вінницький,Немирівська,Никифорівці,566
Вінницька,Вінницький,Немирівська,Олексіївка,106
Вінницька,Вінницький,Немирівська,Остапківці,264
Вінницька,Вінницький,Немирівська,Озеро,238
Вінницька,Вінницький,Немирівська,Перепеличчя,180
Вінницька,Вінницький,Немирівська,Подільське,1452
Вінницька,Вінницький,Немирівська,Потоки,261
Вінницька,Вінницький,Немирівська,Рубань,932
Вінницька,Вінницький,Немирівська,Сажки,140
Вінницька,Вінницький,Немирівська,Селевинці,340
Вінницька,Вінницький,Немирівська,Шолудьки,268
Вінницька,Вінницький,Немирівська,Сокілець,853
Вінницька,Вінницький,Немирівська,Сорокотяжинці,213
Вінницька,Вінницький,Немирівська,Сподахи,787
Вінницька,Вінницький,Немирівська,Стрільчинці,628
Вінницька,Вінницький,Немирівська,Супрунівка,163
Вінницька,Вінницький,Немирівська,Велика Бушинка,1366
Вінницька,Вінницький,Немирівська,Воробіївка,396
Вінницька,Вінницький,Немирівська,Вовчок,137
Вінницька,Вінницький,Немирівська,Язвинки,319
Вінницька,Вінницький,Немирівська,Йосипенки,121
Вінницька,Вінницький,Немирівська,Зарудинці,332
Вінницька,Вінницький,Немирівська,Зеленянка,90
Вінницька,Вінницький,Оратівська,Балабанівка,951
Вінницька,Вінницький,Оратівська,Бартошівка,88
Вінницька,Вінницький,Оратівська,Березівка,77
Вінницька,Вінницький,Оратівська,Богданівка,6
Вінницька,Вінницький,Оратівська,Бугаївка,325
Вінницька,Вінницький,Оратівська,Чагів,835
Вінницька,Вінницький,Оратівська,Чагівське,25
Вінницька,Вінницький,Оратівська,Чернявка,1186
Вінницька,Вінницький,Оратівська,Човновиця,831
Вінницька,Вінницький,Оратівська,Дібровинці,379
Вінницька,Вінницький,Оратівська,Дівочина,4
Вінницька,Вінницький,Оратівська,Фронтівка,732
Вінницька,Вінницький,Оратівська,Ганнівка,15
Вінницька,Вінницький,Оратівська,Гоноратка,348
Вінницька,Вінницький,Оратівська,Каленівка,66
Вінницька,Вінницький,Оратівська,Кам'яногірка,291
Вінницька,Вінницький,Оратівська,Кошлани,455
Вінницька,Вінницький,Оратівська,Кожанка,604
Вінницька,Вінницький,Оратівська,Лінеччина,8
Вінницька,Вінницький,Оратівська,Лопатинка,479
Вінницька,Вінницький,Оратівська,Мала Ростівка,276
Вінницька,Вінницький,Оратівська,Медівка,704
Вінницька,Вінницький,Оратівська,Мервин,488
Вінницька,Вінницький,Оратівська,Новоживотів,1410
Вінницька,Вінницький,Оратівська,Оратів,2694
Вінницька,Вінницький,Оратівська,Оратів,784
Вінницька,Вінницький,Оратівська,Оратівка,285
Вінницька,Вінницький,Оратівська,Осична,707
Вінницька,Вінницький,Оратівська,Озерне,13
Вінницька,Вінницький,Оратівська,Підвисоке,565
Вінницька,Вінницький,Оратівська,Прибережне,242
Вінницька,Вінницький,Оратівська,Рожична,408
Вінницька,Вінницький,Оратівська,Сабарівка,591
Вінницька,Вінницький,Оратівська,Скала,699
Вінницька,Вінницький,Оратівська,Скоморошки,1436
Вінницька,Вінницький,Оратівська,Скибин,116
Вінницька,Вінницький,Оратівська,Сологубівка,628
Вінницька,Вінницький,Оратівська,Степове,9
Вінницька,Вінницький,Оратівська,Стрижаків,285
Вінницька,Вінницький,Оратівська,Ступки,59
Вінницька,Вінницький,Оратівська,Синарна,328
Вінницька,Вінницький,Оратівська,Тарасівка,104
Вінницька,Вінницький,Оратівська,Тарасівка,35
Вінницька,Вінницький,Оратівська,Угарове,299
Вінницька,Вінницький,Оратівська,Велика Ростівка,708
Вінницька,Вінницький,Оратівська,Вербівка,430
Вінницька,Вінницький,Оратівська,Яблуновиця,404
Вінницька,Вінницький,Оратівська,Якимівка,1329
Вінницька,Вінницький,Оратівська,Юшківці,553
Вінницька,Вінницький,Оратівська,Закриниччя,163
Вінницька,Вінницький,Оратівська,Заруддя,684
Вінницька,Вінницький,Оратівська,Животівка,816
Вінницька,Вінницький,Погребищенська,Адамівка,638
Вінницька,Вінницький,Погребищенська,Андрушівка,1112
Вінницька,Вінницький,Погребищенська,Бабинці,585
Вінницька,Вінницький,Погребищенська,Білашки,360
Вінницька,Вінницький,Погребищенська,Борщагівка,508
Вінницька,Вінницький,Погребищенська,Бухни,526
Вінницька,Вінницький,Погребищенська,Булаї,364
Вінницька,Вінницький,Погребищенська,Бурківці,116
Вінницька,Вінницький,Погребищенська,Бистрик,82
Вінницька,Вінницький,Погребищенська,Черемошне,753
Вінницька,Вінницький,Погребищенська,Довгалівка,711
Вінницька,Вінницький,Погребищенська,Довжок,388
Вінницька,Вінницький,Погребищенська,Дзюньків,1330
Вінницька,Вінницький,Погребищенська,Філютка,2
Вінницька,Вінницький,Погребищенська,Гопчиця,1472
Вінницька,Вінницький,Погребищенська,Григорівка,10
Вінницька,Вінницький,Погребищенська,Іваньки,82
Вінницька,Вінницький,Погребищенська,Круподеринці,433
Вінницька,Вінницький,Погребищенська,Кулешів,162
Вінницька,Вінницький,Погребищенська,Кур'янці,278
Вінницька,Вінницький,Погребищенська,Левківка,349
Вінницька,Вінницький,Погребищенська,Ліщинці,431
Вінницька,Вінницький,Погребищенська,Малинки,350
Вінницька,Вінницький,Погребищенська,Мончин,609
Вінницька,Вінницький,Погребищенська,Морозівка,669
Вінницька,Вінницький,Погребищенська,Надросся,361
Вінницька,Вінницький,Погребищенська,Новофастів,973
Вінницька,Вінницький,Погребищенська,Обозівка,94
Вінницька,Вінницький,Погребищенська,Очеретня,876
Вінницька,Вінницький,Погребищенська,Ординці,502
Вінницька,Вінницький,Погребищенська,Озерна,90
Вінницька,Вінницький,Погребищенська,Паріївка,157
Вінницька,Вінницький,Погребищенська,Павлівка,977
Вінницька,Вінницький,Погребищенська,Педоси,537
Вінницька,Вінницький,Погребищенська,Плисків,1439
Вінницька,Вінницький,Погребищенська,Погребище Друге,477
Вінницька,Вінницький,Погребищенська,Погребище Перше,628
Вінницька,Вінницький,Погребищенська,Погребище,9209
Вінницька,Вінницький,Погребищенська,Попівці,128
Вінницька,Вінницький,Погребищенська,Розкопане,845
Вінницька,Вінницький,Погребищенська,Саражинці,362
Вінницька,Вінницький,Погребищенська,Ширмівка,614
Вінницька,Вінницький,Погребищенська,Скибинці,310
Вінницька,Вінницький,Погребищенська,Смаржинці,257
Вінницька,Вінницький,Погребищенська,Сніжна,593
Вінницька,Вінницький,Погребищенська,Сопин,450
Вінницька,Вінницький,Погребищенська,Соснівка,213
Вінницька,Вінницький,Погребищенська,Спичинці,476
Вінницька,Вінницький,Погребищенська,Станилівка,534
Вінницька,Вінницький,Погребищенська,Старостинці,625
Вінницька,Вінницький,Погребищенська,Степанки,341
Вінницька,Вінницький,Погребищенська,Свитинці,253
Вінницька,Вінницький,Погребищенська,Талалаї,233
Вінницька,Вінницький,Погребищенська,Травневе,132
Вінницька,Вінницький,Погребищенська,Васильківці,147
Вінницька,Вінницький,Погребищенська,Веселівка,125
Вінницька,Вінницький,Погребищенська,Вишнівка,163
Вінницька,Вінницький,Погребищенська,Юнашки,203
Вінницька,Вінницький,Погребищенська,Задорожнє,88
Вінницька,Вінницький,Погребищенська,Збаржівка,457
Вінницька,Вінницький,Стрижавська,Бруслинівка,354
Вінницька,Вінницький,Стрижавська,Дорожнє,604
Вінницька,Вінницький,Стрижавська,Лаврівка,856
Вінницька,Вінницький,Стрижавська,Медвідка,400
Вінницька,Вінницький,Стрижавська,Мізяківські Хутори,2283
Вінницька,Вінницький,Стрижавська,Пеньківка,1127
Вінницька,Вінницький,Стрижавська,Переорки,754
Вінницька,Вінницький,Стрижавська,Підлісне,572
Вінницька,Вінницький,Стрижавська,Славне,146
Вінницька,Вінницький,Стрижавська,Сосонка,2361
Вінницька,Вінницький,Стрижавська,Стрижавка,9000
Вінницька,Вінницький,Стрижавська,Супрунів,339
Вінницька,Вінницький,Стрижавська,Тютюнники,283
Вінницька,Вінницький,Сутисківська,Гута-Шершнівська,92
Вінницька,Вінницький,Сутисківська,Шершні,901
Вінницька,Вінницький,Сутисківська,Сутиски,5877
Вінницька,Вінницький,Турбівська,Біла,308
Вінницька,Вінницький,Турбівська,Брицьке,629
Вінницька,Вінницький,Турбівська,Чупринівка,146
Вінницька,Вінницький,Турбівська,Кобильня,317
Вінницька,Вінницький,Турбівська,Коханівка,445
Вінницька,Вінницький,Турбівська,Конюшівка,57
Вінницька,Вінницький,Турбівська,Косаківка,388
Вінницька,Вінницький,Турбівська,Костянтинівка,749
Вінницька,Вінницький,Турбівська,Козинці,369
Вінницька,Вінницький,Турбівська,Мала Біла,25
Вінницька,Вінницький,Турбівська,Нова Прилука,1968
Вінницька,Вінницький,Турбівська,Нове,8
Вінницька,Вінницький,Турбівська,Пеньківка,353
Вінницька,Вінницький,Турбівська,Петрівка,108
Вінницька,Вінницький,Турбівська,Приборівка,1166
Вінницька,Вінницький,Турбівська,Шендерівка,231
Вінницька,Вінницький,Турбівська,Соболівка,402
Вінницька,Вінницький,Турбівська,Стара Прилука,1573
Вінницька,Вінницький,Турбівська,Сиваківці,795
Вінницька,Вінницький,Турбівська,Турбів,6084
Вінницька,Вінницький,Турбівська,Вахнівка,1826
Вінницька,Вінницький,Турбівська,Журава,342
Вінницька,Вінницький,Тиврівська,Черемошне,615
Вінницька,Вінницький,Тиврівська,Дубина,35
Вінницька,Вінницький,Тиврівська,Дзвониха,375
Вінницька,Вінницький,Тиврівська,Гришівці,477
Вінницька,Вінницький,Тиврівська,Іскрівка,44
Вінницька,Вінницький,Тиврівська,Іванківці,490
Вінницька,Вінницький,Тиврівська,Івонівці,348
Вінницька,Вінницький,Тиврівська,Канава,160
Вінницька,Вінницький,Тиврівська,Кобелецьке,249
Вінницька,Вінницький,Тиврівська,Колюхів,254
Вінницька,Вінницький,Тиврівська,Красне,1104
Вінницька,Вінницький,Тиврівська,Краснянка,276
Вінницька,Вінницький,Тиврівська,Круги,120
Вінницька,Вінницький,Тиврівська,Курники,107
Вінницька,Вінницький,Тиврівська,Майдан,58
Вінницька,Вінницький,Тиврівська,Нове Місто,789
Вінницька,Вінницький,Тиврівська,Онитківці,185
Вінницька,Вінницький,Тиврівська,Пирогів,266
Вінницька,Вінницький,Тиврівська,Рахни-Польові,345
Вінницька,Вінницький,Тиврівська,Соколинці,71
Вінницька,Вінницький,Тиврівська,Строїнці,1625
Вінницька,Вінницький,Тиврівська,Тиврів,3879
Вінницька,Вінницький,Тиврівська,Уяринці,544
Вінницька,Вінницький,Тиврівська,Василівка,620
Вінницька,Вінницький,Тиврівська,Зарванка,11
Вінницька,Вінницький,Тиврівська,Жахнівка,282
Вінницька,Вінницький,Вінницька,Десна,1265
Вінницька,Вінницький,Вінницька,Гавришівка,1701
Вінницька,Вінницький,Вінницька,Малі Крушлинці,1676
Вінницька,Вінницький,Вінницька,Писарівка,1461
Вінницька,Вінницький,Вінницька,Щітки,1182
Вінницька,Вінницький,Вінницька,Стадниця,1286
Вінницька,Вінницький,Вінницька,Великі Крушлинці,980
Вінницька,Вінницький,Вінницька,Вінниця,369739
Вінницька,Вінницький,Вінницька,Вінницькі Хутори,6762
Вінницька,Вінницький,Вороновицька,Довгополівка,548
Вінницька,Вінницький,Вороновицька,Федорівка,146
Вінницька,Вінницький,Вороновицька,Гуменне,792
Вінницька,Вінницький,Вороновицька,Кальнишівка,261
Вінницька,Вінницький,Вороновицька,Кліщів,185
Вінницька,Вінницький,Вороновицька,Комарів,1190
Вінницька,Вінницький,Вороновицька,Кордишівка,363
Вінницька,Вінницький,Вороновицька,Марківка,258
Вінницька,Вінницький,Вороновицька,Михайлівка,906
Вінницька,Вінницький,Вороновицька,Обідне,689
Вінницька,Вінницький,Вороновицька,Олександрівка,472
Вінницька,Вінницький,Вороновицька,Оленівка,683
Вінницька,Вінницький,Вороновицька,Побережне,718
Вінницька,Вінницький,Вороновицька,Потуш,125
Вінницька,Вінницький,Вороновицька,Шендерів,280
Вінницька,Вінницький,Вороновицька,Шевченка,39
Вінницька,Вінницький,Вороновицька,Степанівка,1329
Вінницька,Вінницький,Вороновицька,Тростянець,1371
Вінницька,Вінницький,Вороновицька,Воловодівка,489
Вінницька,Вінницький,Вороновицька,Вороновиця,6246
Вінницька,Вінницький,Вороновицька,Жабелівка,554
Вінницька,Вінницький,Якушинецька,Березина,154
Вінницька,Вінницький,Якушинецька,Дашківці,2217
Вінницька,Вінницький,Якушинецька,Іскриня,219
Вінницька,Вінницький,Якушинецька,Ксаверівка,636
Вінницька,Вінницький,Якушинецька,Лукашівка,668
Вінницька,Вінницький,Якушинецька,Лисянка,0
Вінницька,Вінницький,Якушинецька,Лисогора,557
Вінницька,Вінницький,Якушинецька,Майдан,508
Вінницька,Вінницький,Якушинецька,Махнівка,0
Вінницька,Вінницький,Якушинецька,Микулинці,697
Вінницька,Вінницький,Якушинецька,Пултівці,0
Вінницька,Вінницький,Якушинецька,Ріжок,345
Вінницька,Вінницький,Якушинецька,Широка Гребля,599
Вінницька,Вінницький,Якушинецька,Слобода-Дашковецька,354
Вінницька,Вінницький,Якушинецька,Якушинці,2490
Вінницька,Вінницький,Якушинецька,Юзвин,890
Вінницька,Вінницький,Якушинецька,Зарванці,3523
Вінницька,Жмеринський,Барська,Адамівка,199
Вінницька,Жмеринський,Барська,Антонівка,327
Вінницька,Жмеринський,Барська,Балки,1781
Вінницька,Жмеринський,Барська,Бар,15337
Вінницька,Жмеринський,Барська,Бар,807
Вінницька,Жмеринський,Барська,Біличин,405
Вінницька,Жмеринський,Барська,Борщі,89
Вінницька,Жмеринський,Барська,Бригидівка,213
Вінницька,Жмеринський,Барська,Буцні,288
Вінницька,Жмеринський,Барська,Чемериське,562
Вінницька,Жмеринський,Барська,Чемериси-Барські,920
Вінницька,Жмеринський,Барська,Черешневе,344
Вінницька,Жмеринський,Барська,Діброва,47
Вінницька,Жмеринський,Барська,Гайове,643
Вінницька,Жмеринський,Барська,Гармаки,1152
Вінницька,Жмеринський,Барська,Гавришівка,431
Вінницька,Жмеринський,Барська,Глинянка,245
Вінницька,Жмеринський,Барська,Голубівка,319
Вінницька,Жмеринський,Барська,Горяни,305
Вінницька,Жмеринський,Барська,Гулі,703
Вінницька,Жмеринський,Барська,Іванівці,1396
Вінницька,Жмеринський,Барська,Івановецьке,196
Вінницька,Жмеринський,Барська,Каноницьке,120
Вінницька,Жмеринський,Барська,Ходаки,359
Вінницька,Жмеринський,Барська,Колосівка,193
Вінницька,Жмеринський,Барська,Комарівці,1161
Вінницька,Жмеринський,Барська,Котова,55
Вінницька,Жмеринський,Барська,Козарівка,366
Вінницька,Жмеринський,Барська,Кузьминці,955
Вінницька,Жмеринський,Барська,Квітка,79
Вінницька,Жмеринський,Барська,Киянівка,495
Вінницька,Жмеринський,Барська,Лядова,151
Вінницька,Жмеринський,Барська,Лугове,129
Вінницька,Жмеринський,Барська,Лука-Барська,677
Вінницька,Жмеринський,Барська,Мальчівці,594
Вінницька,Жмеринський,Барська,Мартинівка,384
Вінницька,Жмеринський,Барська,Матейків,807
Вінницька,Жмеринський,Барська,Міжлісся,1234
Вінницька,Жмеринський,Барська,Мурашка,38
Вінницька,Жмеринський,Барська,Мигалівці,1033
Вінницька,Жмеринський,Барська,Мирне,384
Вінницька,Жмеринський,Барська,Митки,783
Вінницька,Жмеринський,Барська,Окладне,621
Вінницька,Жмеринський,Барська,Павлівка,82
Вінницька,Жмеринський,Барська,Підлісний Ялтушків,890
Вінницька,Жмеринський,Барська,Пляцина,383
Вінницька,Жмеринський,Барська,Пилипи,101
Вінницька,Жмеринський,Барська,Регентівка,193
Вінницька,Жмеринський,Барська,Сеферівка,348
Вінницька,Жмеринський,Барська,Семенки,385
Вінницька,Жмеринський,Барська,Шершні,234
Вінницька,Жмеринський,Барська,Шевченка,12
Вінницька,Жмеринський,Барська,Шпирки,304
Вінницька,Жмеринський,Барська,Широке,147
Вінницька,Жмеринський,Барська,Слобода,170
Вінницька,Жмеринський,Барська,Слобода-Гулівська,344
Вінницька,Жмеринський,Барська,Слобода-Ходацька,310
Вінницька,Жмеринський,Барська,Слобода-Ялтушківська,864
Вінницька,Жмеринський,Барська,Стасюки,132
Вінницька,Жмеринський,Барська,Степанки,405
Вінницька,Жмеринський,Барська,Терешки,992
Вінницька,Жмеринський,Барська,Трудолюбівка,249
Вінницька,Жмеринський,Барська,Васютинці,437
Вінницька,Жмеринський,Барська,Войнашівка,556
Вінницька,Жмеринський,Барська,Ялтушків,1929
Вінницька,Жмеринський,Барська,Йосипівці,134
Вінницька,Жмеринський,Барська,Заможне,678
Вінницька,Жмеринський,Барська,Затоки,209
Вінницька,Жмеринський,Барська,Журавлівка,851
Вінницька,Жмеринський,Барська,Зоряне,57
Вінницька,Жмеринський,Джуринська,Аристівка,190
Вінницька,Жмеринський,Джуринська,Деребчин,2212
Вінницька,Жмеринський,Джуринська,Джурин,3789
Вінницька,Жмеринський,Джуринська,Голинчинці,1064
Вінницька,Жмеринський,Джуринська,Калитинка,780
Вінницька,Жмеринський,Джуринська,Хоменки,2165
Вінницька,Жмеринський,Джуринська,Мала Деребчинка,262
Вінницька,Жмеринський,Джуринська,Нові Хоменки,308
Вінницька,Жмеринський,Джуринська,Покутине,760
Вінницька,Жмеринський,Джуринська,Садківці,635
Вінницька,Жмеринський,Джуринська,Сапіжанка,1030
Вінницька,Жмеринський,Джуринська,Семенівка,505
Вінницька,Жмеринський,Джуринська,Синьожупанники,83
Вінницька,Жмеринський,Джуринська,Вербівка,313
Вінницька,Жмеринський,Джуринська,Володимирка,154
Вінницька,Жмеринський,Джуринська,Зведенівка,1283
Вінницька,Жмеринський,Копайгородська,Барок,118
Вінницька,Жмеринський,Копайгородська,Грабівці,572
Вінницька,Жмеринський,Копайгородська,Губачівка,25
Вінницька,Жмеринський,Копайгородська,Каришків,1017
Вінницька,Жмеринський,Копайгородська,Копай,246
Вінницька,Жмеринський,Копайгородська,Копайгород,1206
Вінницька,Жмеринський,Копайгородська,Кошаринці,710
Вінницька,Жмеринський,Копайгородська,Лісове,548
Вінницька,Жмеринський,Копайгородська,Мар'янівка,453
Вінницька,Жмеринський,Копайгородська,Переліски,10
Вінницька,Жмеринський,Копайгородська,Польове,249
Вінницька,Жмеринський,Копайгородська,Попівці,1441
Вінницька,Жмеринський,Копайгородська,Примощаниця,359
Вінницька,Жмеринський,Копайгородська,Шевченкове,491
Вінницька,Жмеринський,Копайгородська,Шипинки,858
Вінницька,Жмеринський,Копайгородська,Супівка,431
Вінницька,Жмеринський,Копайгородська,Українське,410
Вінницька,Жмеринський,Копайгородська,Верешки,47
Вінницька,Жмеринський,Копайгородська,Верхівка,566
Вінницька,Жмеринський,Копайгородська,Володіївці,347
Вінницька,Жмеринський,Копайгородська,Зелене,176
Вінницька,Жмеринський,Мурафська,Довжок,929
Вінницька,Жмеринський,Мурафська,Федорівка,798
Вінницька,Жмеринський,Мурафська,Клекотина,3872
Вінницька,Жмеринський,Мурафська,Мурафа,2712
Вінницька,Жмеринський,Мурафська,Михайлівка,1869
Вінницька,Жмеринський,Мурафська,Пеньківка,2315
Вінницька,Жмеринський,Мурафська,Юхимівка,1202
Вінницька,Жмеринський,Мурафська,,346
Вінницька,Жмеринський,Северинівська,Чернятин,1677
Вінницька,Жмеринський,Северинівська,Голубівка,121
Вінницька,Жмеринський,Северинівська,Хатки,77
Вінницька,Жмеринський,Северинівська,Кудіївці,921
Вінницька,Жмеринський,Северинівська,Маньківці,1137
Вінницька,Жмеринський,Северинівська,Матейкове,15
Вінницька,Жмеринський,Северинівська,Мельники,19
